"ï»¿0,529"
"100,528"
"200,529"
"301,529"
"401,529"
"501,529"
"602,528"
"702,528"
"802,528"
"903,528"
"1003,529"
"1103,528"
"1204,528"
"1305,528"
"1405,528"
"1506,528"
"1606,529"
"1707,528"
"1807,528"
"1907,528"
"2008,528"
"2109,528"
"2209,528"
"2310,528"
"2410,528"
"2510,528"
"2611,528"
"2711,528"
"2811,528"
"2912,528"
"3013,528"
"3113,528"
"3214,528"
"3314,528"
"3415,528"
"3515,528"
"3615,528"
"3716,528"
"3816,528"
"3917,528"
"4018,528"
"4118,528"
"4218,528"
"4319,528"
"4419,528"
"4519,528"
"4620,528"
"4720,528"
"4822,528"
"4922,528"
"5022,528"
"5123,528"
"5223,528"
"5323,528"
"5424,528"
"5524,528"
"5624,528"
"5726,527"
"5826,528"
"5926,528"
"6027,528"
"6127,528"
"6227,528"
"6328,528"
"6428,528"
"6529,528"
"6630,528"
"6730,528"
"6831,528"
"6931,528"
"7031,528"
"7132,527"
"7232,528"
"7332,528"
"7433,528"
"7534,528"
"7634,527"
"7735,527"
"7835,527"
"7936,528"
"8036,527"
"8136,528"
"8237,528"
"8337,528"
"8438,527"
"8539,528"
"8639,527"
"8739,528"
"8840,528"
"8940,527"
"9040,528"
"9141,527"
"9241,527"
"9342,528"
"9443,528"
"9543,527"
"9644,527"
"9744,527"
"9844,527"
"9945,527"
"10045,527"
"10146,527"
"10247,527"
"10347,527"
"10447,527"
"10548,527"
"10648,527"
"10748,527"
"10850,527"
"10950,527"
"11051,527"
"11151,528"
"11251,528"
"11352,528"
"11452,528"
"11553,528"
"11654,529"
"11754,529"
"11854,529"
"11955,529"
"12055,529"
"12156,528"
"12257,529"
"12357,529"
"12457,529"
"12558,529"
"12658,529"
"12759,529"
"12860,529"
"12960,529"
"13061,529"
"13161,529"
"13261,529"
"13362,529"
"13463,529"
"13563,529"
"13664,529"
"13764,529"
"13864,529"
"13965,529"
"14065,529"
"14167,529"
"14267,529"
"14367,529"
"14468,529"
"14568,529"
"14668,529"
"14770,529"
"14870,529"
"14970,529"
"15071,529"
"15171,529"
"15271,529"
"15372,529"
"15473,529"
"15574,529"
"15674,528"
"15774,527"
"15875,525"
"15975,523"
"16076,521"
"16177,518"
"16277,516"
"16377,515"
"16478,514"
"16578,512"
"16678,511"
"16780,510"
"16880,509"
"16980,508"
"17081,506"
"17181,505"
"17282,504"
"17383,503"
"17483,502"
"17584,501"
"17684,501"
"17784,500"
"17885,500"
"17985,499"
"18086,498"
"18187,498"
"18287,498"
"18387,497"
"18488,496"
"18588,496"
"18690,496"
"18790,494"
"18890,494"
"18991,493"
"19091,492"
"19191,492"
"19292,491"
"19393,491"
"19493,490"
"19594,490"
"19694,489"
"19794,489"
"19895,488"
"19996,488"
"20097,487"
"20197,488"
"20297,487"
"20398,486"
"20498,486"
"20598,486"
"20700,485"
"20800,484"
"20900,484"
"21001,483"
"21101,483"
"21201,482"
"21303,482"
"21403,481"
"21504,480"
"21604,480"
"21704,480"
"21805,479"
"21905,479"
"22006,478"
"22107,477"
"22207,476"
"22307,476"
"22408,474"
"22508,474"
"22609,473"
"22710,472"
"22810,471"
"22910,470"
"23011,470"
"23111,469"
"23212,468"
"23313,468"
"23413,468"
"23514,467"
"23614,466"
"23714,465"
"23815,465"
"23916,464"
"24016,464"
"24117,463"
"24217,463"
"24317,462"
"24418,461"
"24518,461"
"24620,460"
"24720,459"
"24820,459"
"24921,458"
"25021,458"
"25121,457"
"25223,456"
"25323,455"
"25423,455"
"25524,454"
"25624,453"
"25724,453"
"25826,453"
"25926,451"
"26027,451"
"26127,451"
"26227,450"
"26328,449"
"26428,449"
"26529,449"
"26630,448"
"26730,448"
"26830,447"
"26931,447"
"27031,446"
"27131,446"
"27233,445"
"27333,445"
"27433,444"
"27534,444"
"27634,443"
"27735,443"
"27836,443"
"27936,442"
"28037,441"
"28137,441"
"28237,441"
"28338,441"
"28438,440"
"28539,440"
"28640,440"
"28740,439"
"28840,439"
"28941,438"
"29041,438"
"29143,438"
"29243,437"
"29343,437"
"29444,437"
"29544,436"
"29644,436"
"29746,436"
"29846,436"
"29946,435"
"30047,435"
"30147,435"
"30247,435"
"30348,434"
"30449,434"
"30550,434"
"30650,434"
"30750,433"
"30851,434"
"30951,433"
"31052,433"
"31153,432"
"31253,432"
"31353,432"
"31454,432"
"31554,432"
"31654,431"
"31756,431"
"31856,431"
"31956,431"
"32057,431"
"32157,430"
"32258,430"
"32359,430"
"32459,430"
"32560,429"
"32660,429"
"32760,429"
"32861,429"
"32961,428"
"33062,428"
"33163,428"
"33263,428"
"33363,428"
"33464,427"
"33564,427"
"33666,427"
"33766,427"
"33866,427"
"33967,427"
"34067,426"
"34167,426"
"34268,426"
"34369,426"
"34469,426"
"34570,426"
"34670,426"
"34770,425"
"34871,424"
"34972,424"
"35073,424"
"35173,424"
"35273,424"
"35374,424"
"35474,423"
"35574,423"
"35676,423"
"35776,423"
"35876,423"
"35977,423"
"36077,423"
"36177,423"
"36279,422"
"36379,422"
"36480,422"
"36580,422"
"36680,422"
"36781,422"
"36882,422"
"36982,421"
"37083,421"
"37183,421"
"37283,421"
"37384,421"
"37484,421"
"37585,420"
"37686,421"
"37786,421"
"37886,420"
"37987,420"
"38087,420"
"38189,420"
"38289,420"
"38389,420"
"38490,420"
"38590,420"
"38690,420"
"38791,420"
"38892,420"
"38992,419"
"39093,419"
"39193,419"
"39293,419"
"39394,419"
"39495,419"
"39596,419"
"39696,419"
"39796,419"
"39897,419"
"39997,419"
"40097,419"
"40199,418"
"40299,418"
"40399,418"
"40500,418"
"40600,418"
"40700,418"
"40802,418"
"40902,418"
"41003,418"
"41103,418"
"41203,418"
"41304,417"
"41405,418"
"41505,417"
"41606,417"
"41706,417"
"41806,417"
"41907,417"
"42007,417"
"42108,417"
"42209,417"
"42309,416"
"42409,416"
"42510,416"
"42610,416"
"42711,416"
"42812,416"
"42912,416"
"43013,416"
"43113,416"
"43213,416"
"43314,415"
"43415,416"
"43515,416"
"43616,416"
"43716,415"
"43816,416"
"43917,415"
"44017,415"
"44119,415"
"44219,415"
"44319,415"
"44420,415"
"44520,415"
"44620,415"
"44722,415"
"44822,414"
"44922,415"
"45023,414"
"45123,414"
"45223,414"
"45324,414"
"45425,414"
"45526,414"
"45626,414"
"45726,414"
"45827,414"
"45927,414"
"46028,414"
"46129,414"
"46229,414"
"46329,414"
"46430,414"
"46530,414"
"46631,413"
"46732,413"
"46832,413"
"46932,413"
"47033,413"
"47133,413"
"47234,413"
"47335,413"
"47435,413"
"47536,413"
"47636,413"
"47736,412"
"47837,413"
"47938,413"
"48038,413"
"48139,412"
"48239,412"
"48339,412"
"48440,412"
"48540,412"
"48642,412"
"48742,412"
"48842,412"
"48943,412"
"49043,412"
"49143,412"
"49245,412"
"49345,412"
"49445,412"
"49546,412"
"49646,412"
"49746,412"
"49847,412"
"49948,412"
"50049,411"
"50149,411"
"50249,412"
"50350,411"
"50450,411"
"50551,411"
"50652,411"
"50752,411"
"50852,411"
"50953,411"
"51053,411"
"51154,411"
"51255,411"
"51355,411"
"51456,411"
"51556,411"
"51656,410"
"51757,411"
"51858,411"
"51958,411"
"52059,411"
"52159,411"
"52259,411"
"52360,410"
"52460,410"
"52561,410"
"52662,410"
"52762,410"
"52862,410"
"52963,410"
"53063,410"
"53165,410"
"53265,410"
"53365,410"
"53466,410"
"53566,410"
"53666,410"
"53767,410"
"53868,410"
"53968,410"
"54069,409"
"54169,410"
"54269,410"
"54370,410"
"54471,410"
"54572,410"
"54672,409"
"54772,409"
"54873,409"
"54973,409"
"55074,409"
"55175,409"
"55275,409"
"55375,409"
"55476,409"
"55576,409"
"55676,410"
"55778,409"
"55878,409"
"55979,409"
"56079,409"
"56179,409"
"56280,409"
"56381,409"
"56481,409"
"56582,409"
"56682,409"
"56782,409"
"56883,409"
"56983,409"
"57084,408"
"57185,408"
"57285,408"
"57385,408"
"57486,408"
"57586,408"
"57688,408"
"57788,408"
"57888,408"
"57989,408"
"58089,408"
"58189,408"
"58290,408"
"58391,408"
"58491,408"
"58592,408"
"58692,408"
"58792,408"
"58893,408"
"58994,407"
"59095,408"
"59195,408"
"59295,408"
"59396,407"
"59496,408"
"59597,408"
"59698,407"
"59798,408"
"59898,408"
"59999,407"
"60099,407"
"60199,408"
"60301,407"
"60401,407"
"60502,407"
"60602,407"
"60702,408"
"60803,408"
"60904,407"
"61004,407"
"61105,407"
"61205,407"
"61305,407"
"61406,407"
"61506,407"
"61607,407"
"61708,407"
"61808,407"
"61908,407"
"62009,407"
"62109,407"
"62211,407"
"62311,407"
"62411,407"
"62512,407"
"62612,407"
"62712,407"
"62814,407"
"62914,407"
"63014,407"
"63115,407"
"63215,406"
"63315,407"
"63416,406"
"63517,406"
"63618,407"
"63718,406"
"63818,406"
"63919,407"
"64019,406"
"64120,406"
"64221,407"
"64321,407"
"64421,406"
"64522,406"
"64622,406"
"64722,406"
"64824,406"
"64924,406"
"65025,406"
"65125,406"
"65225,406"
"65326,406"
"65427,406"
"65527,406"
"65628,406"
"65728,406"
"65828,406"
"65929,406"
"66029,406"
"66130,406"
"66231,406"
"66331,406"
"66432,406"
"66532,406"
"66632,406"
"66734,406"
"66834,406"
"66934,405"
"67035,406"
"67135,406"
"67235,406"
"67336,406"
"67437,405"
"67537,405"
"67638,406"
"67738,406"
"67838,406"
"67939,405"
"68040,405"
"68141,405"
"68241,405"
"68341,405"
"68442,406"
"68542,405"
"68642,405"
"68744,405"
"68844,405"
"68944,405"
"69045,405"
"69145,405"
"69245,405"
"69347,405"
"69447,405"
"69548,405"
"69648,405"
"69748,405"
"69849,405"
"69949,405"
"70050,405"
"70151,405"
"70251,405"
"70351,405"
"70452,405"
"70552,405"
"70653,405"
"70754,405"
"70854,405"
"70955,405"
"71055,405"
"71155,405"
"71257,404"
"71357,404"
"71457,404"
"71558,404"
"71658,404"
"71758,404"
"71859,404"
"71960,404"
"72060,404"
"72161,404"
"72261,404"
"72361,404"
"72462,404"
"72563,404"
"72664,404"
"72764,404"
"72864,404"
"72965,404"
"73065,404"
"73165,404"
"73267,404"
"73367,404"
"73467,404"
"73568,404"
"73668,404"
"73768,404"
"73870,404"
"73970,404"
"74071,404"
"74171,403"
"74271,403"
"74372,403"
"74473,403"
"74573,403"
"74674,403"
"74774,403"
"74874,403"
"74975,403"
"75075,403"
"75176,403"
"75277,403"
"75377,403"
"75478,403"
"75578,403"
"75678,403"
"75780,403"
"75880,403"
"75980,403"
"76081,403"
"76181,403"
"76281,403"
"76382,403"
"76483,403"
"76583,403"
"76684,402"
"76784,403"
"76884,403"
"76985,402"
"77086,402"
"77187,403"
"77287,402"
"77387,402"
"77488,402"
"77588,402"
"77689,402"
"77790,402"
"77890,403"
"77990,402"
"78091,402"
"78191,402"
"78291,402"
"78393,402"
"78493,402"
"78594,402"
"78694,402"
"78794,402"
"78895,401"
"78996,402"
"79096,402"
"79197,402"
"79297,401"
"79397,401"
"79498,401"
"79598,401"
"79699,401"
"79800,401"
"79900,401"
"80001,401"
"80101,401"
"80201,401"
"80303,401"
"80403,401"
"80503,401"
"80604,401"
"80704,401"
"80804,401"
"80905,401"
"81006,401"
"81106,401"
"81207,401"
"81307,401"
"81408,401"
"81508,401"
"81609,401"
"81710,401"
"81810,400"
"81910,400"
"82011,400"
"82111,400"
"82212,400"
"82313,400"
"82413,400"
"82513,400"
"82614,400"
"82714,401"
"82814,400"
"82916,400"
"83016,400"
"83117,400"
"83217,400"
"83317,400"
"83418,400"
"83519,400"
"83619,401"
"83720,401"
"83820,400"
"83920,400"
"84021,400"
"84121,400"
"84222,400"
"84323,400"
"84423,400"
"84524,401"
"84624,400"
"84724,400"
"84826,400"
"84926,400"
"85026,400"
"85127,400"
"85227,400"
"85327,400"
"85428,400"
"85529,400"
"85629,400"
"85730,400"
"85830,401"
"85931,400"
"86031,400"
"86132,400"
"86233,400"
"86333,400"
"86433,400"
"86534,400"
"86634,400"
"86734,400"
"86836,400"
"86936,400"
"87036,400"
"87137,400"
"87237,400"
"87337,400"
"87439,400"
"87539,400"
"87640,400"
"87740,400"
"87840,400"
"87941,400"
"88041,400"
"88142,400"
"88243,400"
"88343,400"
"88443,400"
"88544,400"
"88644,400"
"88745,400"
"88846,400"
"88946,400"
"89047,400"
"89147,400"
"89247,400"
"89348,400"
"89449,400"
"89549,400"
"89650,400"
"89750,400"
"89850,400"
"89951,400"
"90052,400"
"90152,400"
"90253,400"
"90353,400"
"90454,400"
"90554,401"
"90654,400"
"90756,400"
"90856,400"
"90956,400"
"91057,400"
"91157,400"
"91257,400"
"91359,400"
"91459,401"
"91559,400"
"91660,400"
"91760,400"
"91860,400"
"91962,400"
"92062,400"
"92163,400"
"92263,400"
"92363,401"
"92464,400"
"92564,400"
"92665,400"
"92766,401"
"92866,400"
"92966,401"
"93067,401"
"93167,400"
"93268,401"
"93369,400"
"93469,401"
"93570,401"
"93670,401"
"93770,401"
"93871,401"
"93972,401"
"94072,400"
"94173,401"
"94273,401"
"94373,401"
"94474,401"
"94575,400"
"94675,401"
"94776,400"
"94876,400"
"94977,401"
"95077,401"
"95178,400"
"95279,400"
"95379,400"
"95479,400"
"95580,400"
"95680,400"
"95780,401"
"95882,400"
"95982,401"
"96082,401"
"96183,400"
"96283,400"
"96384,400"
"96485,400"
"96585,400"
"96686,400"
"96786,400"
"96886,400"
"96987,400"
"97087,400"
"97188,401"
"97289,400"
"97389,400"
"97489,400"
"97590,400"
"97690,400"
"97792,400"
"97892,400"
"97992,400"
"98093,400"
"98193,400"
"98293,400"
"98394,400"
"98495,400"
"98595,400"
"98696,400"
"98796,400"
"98896,401"
"98997,400"
"99098,400"
"99198,400"
"99299,400"
"99399,400"
"99500,400"
"99600,400"
"99701,400"
"99802,400"
"99902,400"
"100002,400"
"100103,400"
"100203,400"
"100304,400"
"100405,400"
"100505,400"
"100605,400"
"100706,400"
"100807,400"
"100908,400"
"101008,400"
"101108,400"
"101209,400"
"101310,399"
"101410,400"
"101511,399"
"101611,400"
"101711,400"
"101813,400"
"101913,400"
"102013,400"
"102114,400"
"102214,400"
"102316,400"
"102416,400"
"102516,400"
"102617,400"
"102717,399"
"102818,399"
"102919,399"
"103019,400"
"103119,400"
"103220,400"
"103321,400"
"103421,400"
"103522,400"
"103622,400"
"103723,400"
"103824,400"
"103924,400"
"104025,400"
"104125,400"
"104225,400"
"104327,400"
"104427,400"
"104527,400"
"104628,400"
"104728,400"
"104829,400"
"104930,400"
"105030,399"
"105131,400"
"105231,400"
"105332,400"
"105433,400"
"105533,399"
"105633,399"
"105734,399"
"105835,399"
"105935,400"
"106036,400"
"106136,400"
"106236,400"
"106338,400"
